ID_Transacao,Data_Venda,CPF_Cliente,Tipo_Operacao,Moeda_Estrangeira,Valor_BRL
TRX-003789,2026-05-18,681.492.057-30,Papel Moeda,USD,3636.23
TRX-003790,2026-05-26,04978215676,Cartão Pré-pago,EUR,11548.9
TRX-003791,2026-05-22,08579246300,Remessa Internacional,GBP,13035.89
TRX-003792,2026-05-31,592.063.718-86,Cartão Pré-pago,USD,8606.82
TRX-003793,2026-06-03,25103974860,Cartão Pré-pago,EUR,13383.62
TRX-003794,2026-06-01,60824359151,Cartão Pré-pago,USD,8990.95
TRX-003795,2026-05-19,897.534.026-00,Cartão Pré-pago,EUR,7907.72
TRX-003796,2026-06-04,41897635273,Cartão Pré-pago,USD,2281.73
TRX-003797,2026-05-29,380.974.562-65,Cartão Pré-pago,USD,10142.2
TRX-003798,2026-06-08,369.571.208-21,Remessa Internacional,EUR,9024.44
TRX-003799,2026-06-04,512.634.780-26,Papel Moeda,USD,2527.81
TRX-003800,2026-05-22,189.503.274-14,Papel Moeda,GBP,688.8
TRX-003801,2026-06-08,80372469140,Remessa Internacional,GBP,591.24
TRX-003802,2026-06-05,03597624847,Papel Moeda,USD,7526.13
TRX-003803,2026-05-20,327.615.948-19,Remessa Internacional,EUR,8931.75
TRX-003804,2026-05-30,614.985.703-48,Papel Moeda,GBP,13349.68
TRX-003805,2026-05-17,16287490322,Papel Moeda,GBP,11067.59
TRX-003806,2026-05-27,312.508.967-03,Papel Moeda,EUR,8396.36
TRX-003807,2026-06-01,14027365844,Cartão Pré-pago,EUR,5980.87
TRX-003808,2026-06-04,367.125.984-19,Cartão Pré-pago,EUR,873.87
TRX-003809,2026-06-05,356.802.947-29,Remessa Internacional,GBP,10224.12
TRX-003810,2026-05-18,38102956470,Cartão Pré-pago,USD,11603.55
TRX-003811,2026-06-08,724.830.915-04,Papel Moeda,USD,3696.27
TRX-003812,2026-05-21,058.691.372-68,Remessa Internacional,GBP,10124.09
TRX-003813,2026-05-22,516.342.897-73,Papel Moeda,GBP,8871.49
TRX-003814,2026-06-01,172.356.849-09,Cartão Pré-pago,GBP,4442.8
TRX-003815,2026-06-07,249.370.185-23,Cartão Pré-pago,USD,5210.31
TRX-003816,2026-06-15,81973046539,Remessa Internacional,EUR,952.64
TRX-003817,2026-06-04,78243165053,Cartão Pré-pago,GBP,9363.13
TRX-003818,2026-06-14,248.703.619-22,Remessa Internacional,GBP,2147.06
TRX-003819,2026-05-28,049.863.571-66,Papel Moeda,EUR,4747.34
TRX-003820,2026-05-21,371.085.264-17,Remessa Internacional,GBP,4922.73
TRX-003821,2026-06-06,109.583.624-24,Papel Moeda,USD,10127.54
TRX-003822,2026-06-14,138.059.764-10,Papel Moeda,GBP,9026.47
TRX-003823,2026-06-05,190.562.473-52,Cartão Pré-pago,USD,3436.08
TRX-003824,2026-06-05,12385679086,Papel Moeda,USD,6061.63
TRX-003825,2026-05-17,890.367.145-75,Papel Moeda,EUR,595.34
TRX-003826,2026-06-13,452.678.130-44,Cartão Pré-pago,GBP,1728.49
TRX-003827,2026-05-20,13526904707,Cartão Pré-pago,USD,7280.73
TRX-003828,2026-05-29,74096235199,Remessa Internacional,GBP,7906.1
TRX-003829,2026-06-08,820.137.564-53,Papel Moeda,GBP,7741.47
TRX-003830,2026-06-01,590.613.478-66,Papel Moeda,USD,6813.5
TRX-003831,2026-06-03,85376102912,Remessa Internacional,USD,9125.63
TRX-003832,2026-05-23,73952681482,Remessa Internacional,EUR,12954.85
TRX-003833,2026-05-17,86721045958,Papel Moeda,GBP,4843.3
TRX-003834,2026-05-17,165.972.804-58,Papel Moeda,USD,2472.93
TRX-003835,2026-05-26,19304867584,Papel Moeda,USD,7748.39
TRX-003836,2026-05-20,08451792332,Remessa Internacional,GBP,9952.73
TRX-003837,2026-06-03,07219368577,Cartão Pré-pago,GBP,7664.39
TRX-003838,2026-06-06,93547860229,Cartão Pré-pago,GBP,2848.18
TRX-003839,2026-06-13,72961854067,Cartão Pré-pago,GBP,2833.55
TRX-003840,2026-06-01,124.083.567-17,Remessa Internacional,GBP,12258.62
TRX-003841,2026-05-18,015.936.827-86,Papel Moeda,USD,14408.21
TRX-003842,2026-05-22,049.176.823-04,Papel Moeda,EUR,9190.69
TRX-003843,2026-05-23,763.591.024-80,Remessa Internacional,GBP,8323.03
TRX-003844,2026-06-15,01486329551,Papel Moeda,USD,6321.72
TRX-003845,2026-05-28,750.963.241-25,Cartão Pré-pago,GBP,4152.55
TRX-003846,2026-06-10,02538914698,Papel Moeda,GBP,1153.08
TRX-003847,2026-05-17,58231976400,Papel Moeda,GBP,6705.48
TRX-003848,2026-06-03,24860953738,Papel Moeda,USD,9948.61
TRX-003849,2026-05-31,48976531264,Papel Moeda,GBP,1697.06
TRX-003850,2026-06-01,354.701.689-48,Papel Moeda,USD,10320.51
TRX-003851,2026-05-28,49315760875,Papel Moeda,GBP,13358.55
TRX-003852,2026-05-22,036.214.857-08,Remessa Internacional,USD,8408.2
TRX-003853,2026-06-06,523.089.174-23,Cartão Pré-pago,USD,6686.34
TRX-003854,2026-06-12,695.243.081-42,Cartão Pré-pago,GBP,8879.65
TRX-003855,2026-06-06,813.492.560-05,Cartão Pré-pago,USD,6198.43
TRX-003856,2026-06-10,41068925370,Remessa Internacional,USD,9659.39
TRX-003857,2026-05-20,71583024662,Papel Moeda,GBP,538.18
TRX-003858,2026-05-19,29831754050,Remessa Internacional,USD,13870.5
TRX-003859,2026-05-30,420.158.397-04,Papel Moeda,USD,13613.23
TRX-003860,2026-05-18,367.541.208-35,Remessa Internacional,GBP,3590.32
TRX-003861,2026-06-06,543.187.069-66,Papel Moeda,GBP,4273.76
TRX-003862,2026-05-17,34750912832,Remessa Internacional,GBP,6358.59
TRX-003863,2026-05-21,38752496155,Remessa Internacional,EUR,5057.95
TRX-003864,2026-05-20,65708312408,Cartão Pré-pago,USD,2252.58
TRX-003865,2026-06-05,60592137406,Papel Moeda,EUR,4102.99
TRX-003866,2026-06-10,371.829.506-77,Cartão Pré-pago,EUR,1870.41
TRX-003867,2026-05-27,603.548.917-66,Cartão Pré-pago,USD,8029.46
TRX-003868,2026-05-17,90528317423,Cartão Pré-pago,GBP,13061.67
TRX-003869,2026-06-03,074.256.983-74,Papel Moeda,USD,10219.73
TRX-003870,2026-06-11,619.472.508-76,Papel Moeda,EUR,12984.76
TRX-003871,2026-06-13,53728196002,Cartão Pré-pago,EUR,14171.36
TRX-003872,2026-05-19,68094731222,Cartão Pré-pago,EUR,4694.29
TRX-003873,2026-05-26,618.402.973-87,Remessa Internacional,EUR,9274.13
TRX-003874,2026-06-11,79046218350,Cartão Pré-pago,GBP,3937.12
TRX-003875,2026-05-19,32075194661,Papel Moeda,USD,1468.36
TRX-003876,2026-06-02,87619502467,Remessa Internacional,USD,6068.6
TRX-003877,2026-06-15,02935768159,Cartão Pré-pago,EUR,777.47
TRX-003878,2026-05-28,85047213960,Papel Moeda,USD,3336.18
TRX-003879,2026-06-07,308.526.479-56,Cartão Pré-pago,EUR,3042.65
TRX-003880,2026-06-12,74218630526,Papel Moeda,GBP,2612.83
TRX-003881,2026-05-26,57106943800,Remessa Internacional,USD,2875.99
TRX-003882,2026-06-11,816.457.023-08,Remessa Internacional,GBP,7276.31
TRX-003883,2026-05-24,46821390703,Remessa Internacional,USD,2054.19
TRX-003884,2026-06-09,84206971331,Papel Moeda,EUR,12191.53
TRX-003885,2026-05-18,719.302.485-04,Remessa Internacional,USD,10625.47
TRX-003886,2026-06-10,478.532.916-55,Papel Moeda,GBP,13599.4
TRX-003887,2026-06-03,369.701.854-00,Remessa Internacional,USD,2821.96
TRX-003888,2026-05-20,178.530.269-86,Remessa Internacional,EUR,5731.24
TRX-003889,2026-06-08,71845396057,Papel Moeda,EUR,12677.24
TRX-003890,2026-05-30,10582679303,Cartão Pré-pago,GBP,12133.55
TRX-003891,2026-06-07,31064589766,Cartão Pré-pago,GBP,2381.73
TRX-003892,2026-05-22,218.647.395-09,Remessa Internacional,GBP,12699.49
TRX-003893,2026-06-01,401.928.376-13,Cartão Pré-pago,GBP,2420.2
TRX-003894,2026-06-08,783.106.952-68,Papel Moeda,USD,11132.08
TRX-003895,2026-05-30,543.960.718-84,Papel Moeda,GBP,13443.58
TRX-003896,2026-05-27,94805671211,Remessa Internacional,EUR,8675.0
TRX-003897,2026-06-15,06947238196,Papel Moeda,USD,12461.09
TRX-003898,2026-06-13,93851420705,Papel Moeda,GBP,12427.66
TRX-003899,2026-05-26,61073249840,Cartão Pré-pago,GBP,9785.68
TRX-003900,2026-05-29,374.129.865-46,Cartão Pré-pago,GBP,7949.51
TRX-003901,2026-05-31,23710684544,Remessa Internacional,EUR,12947.49
TRX-003902,2026-05-24,30695712470,Cartão Pré-pago,USD,1634.57
TRX-003903,2026-05-27,685.407.931-48,Cartão Pré-pago,EUR,9427.3
TRX-003904,2026-05-17,942.560.137-25,Remessa Internacional,USD,3046.13
TRX-003905,2026-06-09,01628497530,Cartão Pré-pago,USD,7986.18
TRX-003906,2026-06-14,764.510.823-17,Remessa Internacional,GBP,3584.9
TRX-003907,2026-06-01,621.478.059-20,Remessa Internacional,USD,10981.5
TRX-003908,2026-06-15,891.376.452-00,Remessa Internacional,GBP,8047.26
TRX-003909,2026-06-04,067.124.895-20,Remessa Internacional,USD,10159.95
TRX-003910,2026-05-18,83547602947,Remessa Internacional,GBP,11432.97
TRX-003911,2026-05-27,243.069.871-40,Remessa Internacional,EUR,5820.91
TRX-003912,2026-06-04,06295348700,Papel Moeda,EUR,5408.02
TRX-003913,2026-06-10,301.468.759-66,Papel Moeda,GBP,2745.96
TRX-003914,2026-05-20,91472560361,Papel Moeda,EUR,7693.5
TRX-003915,2026-05-18,79208346510,Remessa Internacional,EUR,6451.94
TRX-003916,2026-06-12,869.123.754-64,Cartão Pré-pago,USD,10402.74
TRX-003917,2026-06-09,409.236.158-06,Papel Moeda,GBP,8750.38
TRX-003918,2026-05-17,305.972.864-00,Papel Moeda,GBP,13891.2
TRX-003919,2026-05-30,437.629.108-04,Papel Moeda,EUR,12939.57
TRX-003920,2026-06-03,846.931.057-75,Remessa Internacional,USD,11569.76
TRX-003921,2026-05-21,746.519.038-00,Cartão Pré-pago,USD,12671.08
TRX-003922,2026-05-31,316.950.827-02,Cartão Pré-pago,GBP,7935.82
TRX-003923,2026-06-05,30928175677,Remessa Internacional,USD,11327.27
TRX-003924,2026-05-25,297.058.164-76,Remessa Internacional,GBP,5139.35
TRX-003925,2026-06-04,38271590405,Cartão Pré-pago,GBP,10049.34
TRX-003926,2026-06-01,93627180496,Cartão Pré-pago,GBP,11220.5
TRX-003927,2026-06-04,89523160451,Cartão Pré-pago,EUR,14539.45
TRX-003928,2026-05-30,50497168375,Remessa Internacional,GBP,11842.95
TRX-003929,2026-06-01,19683257003,Papel Moeda,EUR,6604.83
TRX-003930,2026-06-14,08719432550,Cartão Pré-pago,GBP,9267.26
TRX-003931,2026-05-20,865.742.903-92,Remessa Internacional,GBP,9756.76
TRX-003932,2026-06-12,719.523.604-80,Remessa Internacional,EUR,14377.94
TRX-003933,2026-06-03,17925840323,Cartão Pré-pago,GBP,958.16
TRX-003934,2026-06-13,690.812.473-87,Papel Moeda,GBP,7240.56
TRX-003935,2026-06-14,012.347.589-97,Papel Moeda,GBP,10419.41
TRX-003936,2026-06-06,72814953664,Papel Moeda,USD,3564.5
TRX-003937,2026-05-17,74235960199,Remessa Internacional,EUR,1731.91
TRX-003938,2026-06-01,75614382062,Remessa Internacional,GBP,13857.08
TRX-003939,2026-06-14,83152479050,Papel Moeda,EUR,2448.69
TRX-003940,2026-06-03,017.469.852-67,Remessa Internacional,GBP,13228.08
TRX-003941,2026-05-22,928.137.540-05,Cartão Pré-pago,GBP,4366.82
TRX-003942,2026-06-09,76089241369,Cartão Pré-pago,GBP,9958.24
TRX-003943,2026-06-11,256.419.083-98,Remessa Internacional,GBP,2007.94
TRX-003944,2026-05-28,06931482769,Cartão Pré-pago,USD,8703.14
TRX-003945,2026-05-20,634.072.581-35,Remessa Internacional,USD,11854.55
TRX-003946,2026-06-11,453.019.268-70,Remessa Internacional,GBP,7081.89
TRX-003947,2026-05-18,12364059860,Remessa Internacional,USD,12286.58
TRX-003948,2026-06-11,12094538605,Cartão Pré-pago,EUR,6866.21
TRX-003949,2026-05-26,309.128.547-23,Papel Moeda,GBP,1434.95
TRX-003950,2026-06-06,952.174.630-07,Papel Moeda,GBP,13162.51
TRX-003951,2026-06-04,95024713850,Papel Moeda,GBP,4091.3
TRX-003952,2026-06-11,673.918.024-50,Remessa Internacional,GBP,6110.09
TRX-003953,2026-05-28,29743815619,Remessa Internacional,GBP,9839.6
TRX-003954,2026-06-05,024.639.715-25,Papel Moeda,EUR,564.45
TRX-003955,2026-05-22,28407135607,Papel Moeda,EUR,5584.36
TRX-003956,2026-05-18,21569483051,Papel Moeda,EUR,8747.46
TRX-003957,2026-06-06,603.759.142-34,Remessa Internacional,GBP,14883.2
TRX-003958,2026-05-27,536.179.284-55,Cartão Pré-pago,GBP,1301.94
TRX-003959,2026-05-26,73956812077,Cartão Pré-pago,GBP,9005.86
TRX-003960,2026-05-29,076.295.148-67,Cartão Pré-pago,USD,1800.3
TRX-003961,2026-05-20,51860972330,Cartão Pré-pago,GBP,1716.74
TRX-003962,2026-05-18,843.570.692-38,Remessa Internacional,GBP,11303.44
TRX-003963,2026-06-03,476.530.928-29,Cartão Pré-pago,USD,9776.86
TRX-003964,2026-05-31,58329074188,Cartão Pré-pago,EUR,10092.16
TRX-003965,2026-06-10,27891305404,Papel Moeda,USD,7430.01
TRX-003966,2026-06-11,35179026407,Papel Moeda,GBP,14958.22
TRX-003967,2026-06-02,706.394.251-43,Cartão Pré-pago,USD,5736.46
TRX-003968,2026-05-17,850.619.724-49,Papel Moeda,USD,9712.38
TRX-003969,2026-06-06,40365729116,Cartão Pré-pago,GBP,14327.6
TRX-003970,2026-06-08,41752309804,Remessa Internacional,GBP,10314.11
TRX-003971,2026-05-27,59812670386,Papel Moeda,USD,13625.14
TRX-003972,2026-06-11,175.206.394-52,Cartão Pré-pago,USD,3813.15
TRX-003973,2026-05-25,679.218.430-69,Cartão Pré-pago,USD,3637.68
TRX-003974,2026-06-13,864.302.917-31,Cartão Pré-pago,GBP,645.1
TRX-003975,2026-05-21,92705648194,Cartão Pré-pago,USD,6674.0
TRX-003976,2026-05-21,65740321999,Remessa Internacional,GBP,9385.92
TRX-003977,2026-05-25,742.506.193-70,Remessa Internacional,USD,9445.65
TRX-003978,2026-06-06,53742190814,Cartão Pré-pago,EUR,10312.91
TRX-003979,2026-06-03,201.579.384-41,Papel Moeda,USD,10867.75
TRX-003980,2026-06-02,036.547.289-10,Remessa Internacional,USD,3872.57
TRX-003981,2026-05-23,374.162.805-08,Remessa Internacional,USD,8084.89
TRX-003982,2026-05-30,72346105961,Cartão Pré-pago,USD,8588.16
TRX-003983,2026-06-01,612.580.937-40,Cartão Pré-pago,EUR,9523.79
TRX-003984,2026-06-09,483.059.127-79,Papel Moeda,GBP,9797.47
TRX-003985,2026-06-02,635.842.901-98,Papel Moeda,GBP,2132.54
TRX-003986,2026-06-05,92617043525,Remessa Internacional,GBP,3308.37
TRX-003987,2026-05-21,07296154306,Remessa Internacional,USD,11624.92
TRX-003988,2026-06-01,71435962052,Remessa Internacional,USD,11110.6
TRX-003989,2026-06-04,54083627956,Papel Moeda,USD,5522.68
TRX-003990,2026-06-05,293.478.105-41,Papel Moeda,EUR,11855.04
TRX-003991,2026-05-23,396.705.481-01,Papel Moeda,EUR,3119.78
TRX-003992,2026-05-30,960.182.574-67,Papel Moeda,EUR,9440.95
TRX-003993,2026-06-09,02564937829,Papel Moeda,EUR,13335.34
TRX-003994,2026-06-11,837.120.956-86,Papel Moeda,EUR,935.64
TRX-003995,2026-05-18,62809351406,Papel Moeda,USD,1930.76
TRX-003996,2026-06-04,91835472079,Papel Moeda,GBP,2775.88
TRX-003997,2026-06-01,259.703.186-12,Cartão Pré-pago,GBP,2606.07
TRX-003998,2026-05-22,208.495.671-49,Remessa Internacional,GBP,2803.48
TRX-003999,2026-05-21,283.409.516-70,Cartão Pré-pago,EUR,6642.63
TRX-004000,2026-05-21,38261049515,Papel Moeda,USD,2580.07
TRX-004001,2026-05-25,132.487.906-87,Cartão Pré-pago,USD,5904.24
TRX-004002,2026-05-24,92617805476,Cartão Pré-pago,USD,2776.5
TRX-004003,2026-06-05,627.403.158-80,Remessa Internacional,USD,14751.07
TRX-004004,2026-05-18,762.450.189-94,Remessa Internacional,USD,14342.07
TRX-004005,2026-05-31,36290875400,Remessa Internacional,GBP,5541.44
TRX-004006,2026-05-29,05219738640,Remessa Internacional,EUR,13064.51
TRX-004007,2026-06-01,79148502332,Papel Moeda,GBP,2194.48
TRX-004008,2026-06-06,16895432728,Remessa Internacional,EUR,10067.13
TRX-004009,2026-05-19,274.639.185-64,Papel Moeda,USD,10266.41
TRX-004010,2026-06-13,259.064.871-58,Papel Moeda,USD,2517.96
TRX-004011,2026-06-05,23486790196,Cartão Pré-pago,USD,10942.01
TRX-004012,2026-05-31,68352417053,Papel Moeda,EUR,7790.4
TRX-004013,2026-06-06,94302876131,Cartão Pré-pago,EUR,6968.56
TRX-004014,2026-06-01,825.061.437-26,Cartão Pré-pago,EUR,13266.49
TRX-004015,2026-06-02,53489761057,Papel Moeda,EUR,13507.21
TRX-004016,2026-05-31,94037862565,Papel Moeda,EUR,9904.06
TRX-004017,2026-06-13,16742930543,Papel Moeda,EUR,7729.1
TRX-004018,2026-06-02,937.650.841-66,Cartão Pré-pago,USD,6559.71
TRX-004019,2026-05-26,43920651707,Remessa Internacional,USD,5080.8
TRX-004020,2026-05-17,679.032.154-34,Cartão Pré-pago,USD,13364.28
TRX-004021,2026-06-13,134.079.582-50,Cartão Pré-pago,GBP,13067.81
TRX-004022,2026-06-05,50193864720,Cartão Pré-pago,EUR,4948.91
TRX-004023,2026-05-27,375.960.428-56,Remessa Internacional,USD,1704.32
TRX-004024,2026-06-07,832.041.579-97,Remessa Internacional,EUR,1148.5
TRX-004025,2026-06-11,45827103950,Remessa Internacional,EUR,13940.23
TRX-004026,2026-05-26,713.856.402-35,Cartão Pré-pago,GBP,12875.62
TRX-004027,2026-06-03,851.379.602-68,Remessa Internacional,GBP,13642.15
TRX-004028,2026-06-08,52934108651,Papel Moeda,EUR,5879.61
TRX-004029,2026-05-20,673.108.452-26,Papel Moeda,USD,821.01
TRX-004030,2026-05-20,27831605444,Cartão Pré-pago,USD,1250.71
TRX-004031,2026-06-09,51096847230,Cartão Pré-pago,EUR,14507.63
TRX-004032,2026-06-13,648.152.709-02,Papel Moeda,USD,12587.65
TRX-004033,2026-06-05,18456390739,Papel Moeda,EUR,9706.1
TRX-004034,2026-05-20,84361925755,Cartão Pré-pago,USD,2707.09
TRX-004035,2026-06-01,12674350890,Cartão Pré-pago,EUR,5769.22
TRX-004036,2026-05-23,426.850.719-11,Remessa Internacional,GBP,12594.76
TRX-004037,2026-06-08,59602378140,Papel Moeda,USD,9523.52
TRX-004038,2026-06-03,859.273.140-23,Cartão Pré-pago,EUR,5943.12
TRX-004039,2026-06-08,62109843551,Papel Moeda,USD,14710.7
TRX-004040,2026-05-29,49680157202,Remessa Internacional,USD,3735.68
TRX-004041,2026-06-01,539.802.641-06,Cartão Pré-pago,GBP,3824.3
TRX-004042,2026-06-09,643.297.518-28,Cartão Pré-pago,GBP,13355.78
TRX-004043,2026-06-06,952.634.710-25,Remessa Internacional,USD,12705.23
TRX-004044,2026-05-18,90683427113,Papel Moeda,EUR,9876.54
TRX-004045,2026-05-24,612.453.978-00,Remessa Internacional,USD,12614.25
TRX-004046,2026-05-26,625.014.978-30,Papel Moeda,USD,7906.58
TRX-004047,2026-05-17,153.897.420-79,Remessa Internacional,EUR,3462.23
TRX-004048,2026-05-26,084.357.291-41,Papel Moeda,GBP,12398.33
TRX-004049,2026-06-05,18072463535,Cartão Pré-pago,EUR,3506.96
TRX-004050,2026-05-18,046.528.397-74,Cartão Pré-pago,USD,5875.65
TRX-004051,2026-06-02,108.462.739-69,Cartão Pré-pago,EUR,2115.72
TRX-004052,2026-06-03,176.234.908-69,Remessa Internacional,USD,2194.41
TRX-004053,2026-06-07,50341872997,Papel Moeda,EUR,6479.85
TRX-004054,2026-06-06,541.786.023-90,Cartão Pré-pago,EUR,13980.18
TRX-004055,2026-06-03,492.587.061-02,Cartão Pré-pago,GBP,1497.79
TRX-004056,2026-06-14,73469201552,Cartão Pré-pago,EUR,14062.11
TRX-004057,2026-05-25,063.179.485-93,Remessa Internacional,USD,5613.15
TRX-004058,2026-06-03,639.270.158-30,Papel Moeda,GBP,6022.76
TRX-004059,2026-05-22,659.021.487-58,Cartão Pré-pago,EUR,2694.53
TRX-004060,2026-05-18,193.824.706-03,Papel Moeda,EUR,10654.27
TRX-004061,2026-05-27,37481059675,Remessa Internacional,EUR,14354.37
TRX-004062,2026-06-02,274.836.159-82,Remessa Internacional,GBP,12190.31
TRX-004063,2026-06-09,83127506490,Papel Moeda,EUR,6152.57
TRX-004064,2026-05-18,63941708520,Cartão Pré-pago,EUR,3940.97
TRX-004065,2026-05-30,01425398642,Remessa Internacional,GBP,3511.58
TRX-004066,2026-05-29,275.683.049-65,Papel Moeda,USD,1379.91
TRX-004067,2026-05-29,82935761030,Remessa Internacional,GBP,1101.23
TRX-004068,2026-06-15,76239418528,Papel Moeda,USD,3611.51
TRX-004069,2026-05-21,059.427.186-01,Papel Moeda,USD,10679.18
TRX-004070,2026-06-13,07834596292,Papel Moeda,USD,2599.98
TRX-004071,2026-06-13,024.571.869-94,Papel Moeda,GBP,10821.68
TRX-004072,2026-05-31,530.721.698-02,Papel Moeda,USD,9262.84
TRX-004073,2026-05-22,98710264558,Remessa Internacional,GBP,11101.49
TRX-004074,2026-05-17,82740196520,Remessa Internacional,GBP,14585.45
TRX-004075,2026-06-08,026.413.758-26,Papel Moeda,EUR,6308.74
TRX-004076,2026-05-23,95847623038,Cartão Pré-pago,USD,2959.15
TRX-004077,2026-05-26,28043951705,Cartão Pré-pago,GBP,12024.61
TRX-004078,2026-06-13,948.132.760-40,Papel Moeda,USD,12643.02
TRX-004079,2026-06-03,93067814584,Papel Moeda,USD,14870.84
TRX-004080,2026-06-06,25869107458,Remessa Internacional,EUR,14262.76
TRX-004081,2026-05-26,67295130802,Cartão Pré-pago,USD,13851.31
TRX-004082,2026-05-29,218.934.756-46,Cartão Pré-pago,USD,5719.97
TRX-004083,2026-06-13,13029548732,Remessa Internacional,GBP,11467.42
TRX-004084,2026-05-18,397.206.158-77,Cartão Pré-pago,GBP,8364.49
TRX-004085,2026-05-25,207.961.534-34,Remessa Internacional,GBP,9983.15
TRX-004086,2026-06-09,392.465.870-65,Remessa Internacional,USD,9182.75
TRX-004087,2026-05-27,16739250499,Cartão Pré-pago,GBP,5953.24
TRX-004088,2026-06-12,20471385905,Remessa Internacional,EUR,9404.35
TRX-004089,2026-06-08,10782436978,Cartão Pré-pago,USD,1570.1
TRX-004090,2026-05-22,76039254106,Papel Moeda,GBP,6525.91
TRX-004091,2026-05-21,203.157.849-97,Papel Moeda,USD,11149.96
TRX-004092,2026-05-19,47180293687,Papel Moeda,USD,10623.21
TRX-004093,2026-05-29,89327154088,Papel Moeda,USD,8209.78
TRX-004094,2026-06-14,31490658289,Papel Moeda,EUR,12793.64
TRX-004095,2026-05-21,710.645.932-16,Papel Moeda,EUR,12760.29
TRX-004096,2026-05-24,18690724303,Remessa Internacional,GBP,13262.63
TRX-004097,2026-05-17,673.094.521-43,Remessa Internacional,USD,13666.37
TRX-004098,2026-05-22,167.340.892-31,Remessa Internacional,USD,10059.29
TRX-004099,2026-06-09,50396712886,Remessa Internacional,USD,2681.55
TRX-004100,2026-05-18,03964521752,Papel Moeda,USD,9064.5
TRX-004101,2026-05-27,127.954.680-85,Remessa Internacional,USD,5162.58
TRX-004102,2026-06-12,41587203979,Cartão Pré-pago,EUR,11776.44
TRX-004103,2026-06-15,94703152606,Cartão Pré-pago,EUR,689.61
TRX-004104,2026-06-11,31746920599,Cartão Pré-pago,EUR,14920.21
TRX-004105,2026-05-28,238.571.946-00,Remessa Internacional,EUR,9214.59
TRX-004106,2026-06-11,241.058.796-85,Remessa Internacional,USD,13165.72
TRX-004107,2026-06-02,501.824.367-80,Papel Moeda,USD,1444.18
TRX-004108,2026-06-09,867.439.210-50,Papel Moeda,USD,4580.49
TRX-004109,2026-05-23,014.582.763-17,Cartão Pré-pago,EUR,9808.92
TRX-004110,2026-06-13,956.708.134-48,Papel Moeda,USD,12595.08
TRX-004111,2026-05-20,86743105910,Papel Moeda,USD,9241.2
TRX-004112,2026-05-21,97158420388,Papel Moeda,GBP,14765.99
TRX-004113,2026-05-24,52340916780,Remessa Internacional,EUR,9421.95
TRX-004114,2026-06-03,916.235.048-05,Remessa Internacional,EUR,8792.23
TRX-004115,2026-05-30,35461792855,Papel Moeda,EUR,12598.07
TRX-004116,2026-05-31,28430751904,Cartão Pré-pago,USD,8555.09
TRX-004117,2026-06-02,468.139.520-05,Papel Moeda,USD,8230.16
TRX-004118,2026-05-26,869.320.514-51,Papel Moeda,EUR,701.88
TRX-004119,2026-05-20,683.714.029-96,Papel Moeda,GBP,12708.11
TRX-004120,2026-06-06,706.892.531-68,Papel Moeda,EUR,8803.06
TRX-004121,2026-06-11,31785942646,Cartão Pré-pago,GBP,7694.07
